ID,Title,Slug,_yoast_wpseo_title,_yoast_wpseo_metadesc,_yoast_wpseo_focuskw
1344,"Health Care Reform: Creating A Sustainable Health Care Marketplace",health-care-reform-creating-sustainable-health-care-marketplace,"Health Care Reform: Creating A Sustainable Health Care Marketplace | National Coalition on Health Care",,
1346,"Health Reform Advocates Push for Completion of Temporary Insurance Pool",health-reform-advocates-push-completion-temporary-insurance-pool,"Health Reform Advocates Push for Completion of Temporary Insurance Pool | National Coalition on Health Care",,
1348,"Holding Steady, Looking Ahead: Kaiser's Annual Findings of a 50-State Survey",holding-steady-looking-ahead-kaisers-annual-findings-50-state-survey,"Holding Steady, Looking Ahead: Kaiser's Annual Findings of a 50-State Survey | National Coalition on Health Care",,
1350,"Facts &amp; Resources",list-page-11,"Facts & Resources | National Coalition on Health Care",,
1354,"Facts &amp; Resources",list-page-14,"Facts & Resources | National Coalition on Health Care",,
1356,"Facts &amp; Resources",list-page-5,"Facts & Resources | National Coalition on Health Care",,
1359,"Facts &amp; Resources",list-page-6,"Facts & Resources | National Coalition on Health Care",,
1361,"Facts &amp; Resources",list-page-7,"Facts & Resources | National Coalition on Health Care",,
1363,"Facts &amp; Resources",list-page-8,"Facts & Resources | National Coalition on Health Care",,
1365,"Medicare: 6 Things You Need to Know Now",medicare-6-things-you-need-know-now,"Medicare: 6 Things You Need to Know Now | National Coalition on Health Care",,
1367,"National Health Expenditures Jumped 5.7 Percent Last Year",national-health-expenditures-jumped-57-percent-last-year,"National Health Expenditures Jumped 5.7 Percent Last Year | National Coalition on Health Care",,
1370,"National Minimum Medical Loss Ratio Would Save Tens of Billions of Dollars For Businesses, Individuals - Main Street Alliance",national-minimum-medical-loss-ratio-would-save-tens-billions-dollars-businesses-indi,"National Minimum Medical Loss Ratio Would Save Tens of Billions of Dollars For Businesses, Individuals - Main Street Alliance | National Coalition on Health Care",,
1372,"Need CA Health Stats? Look No Further!",need-ca-health-stats-look-no-further,"Need CA Health Stats? Look No Further! | National Coalition on Health Care",,
1374,"New America on Health Policy: Easy Access to Our Work and Experts on This Issue",new-america-health-policy-easy-access-our-work-and-experts-issue,"New America on Health Policy: Easy Access to Our Work and Experts on This Issue | National Coalition on Health Care",,
1376,"New CBO Score Claims Greater Deficit Reduction from Health Reform",new-cbo-score-claims-greater-deficit-reduction-health-reform,"New CBO Score Claims Greater Deficit Reduction from Health Reform | National Coalition on Health Care",,
1378,"New Website to Provide Health Reform Information to Consumers",new-website-provide-health-reform-information-consumers,"New Website to Provide Health Reform Information to Consumers | National Coalition on Health Care",,
1380,"The Patient Protection and Affordable Care Act",patient-protection-and-affordable-care-act,"The Patient Protection and Affordable Care Act | National Coalition on Health Care",,
1382,"Personal Cost of Obesity",personal-cost-obesity,"Personal Cost of Obesity | National Coalition on Health Care",,
1384,"Plans to Improve Health Care’s Fiscal Challenges",plans-improve-health-care-s-fiscal-challenges,"Plans to Improve Health Care’s Fiscal Challenges | National Coalition on Health Care",,
1386,"President Obama Calls for Completion of Health Reform",president-obama-calls-completion-health-reform,"President Obama Calls for Completion of Health Reform | National Coalition on Health Care",,
1388,"Realizing Cost Savings from Health Promotion Programs",realizing-cost-savings-health-promotion-programs,"Realizing Cost Savings from Health Promotion Programs | National Coalition on Health Care",,
1390,"Repealing Reform Increases Deficit by $455 Billion",repealing-reform-increases-deficit-455-billion,"Repealing Reform Increases Deficit by $455 Billion | National Coalition on Health Care",,
1392,"Retiree Health Benefits, Underfunded in 40 States",retiree-health-benefits-underfunded-40-states,"Retiree Health Benefits, Underfunded in 40 States | National Coalition on Health Care",,
1394,"Robert Wood Johnson Foundation Develops Interactive Tool to Track Smoking-Related Trends",robert-wood-johnson-foundation-develops-interactive-tool-track-smoking-related-trend,"Robert Wood Johnson Foundation Develops Interactive Tool to Track Smoking-Related Trends | National Coalition on Health Care",,
1396,"Rules Committee Posts Text of Health Reform Corrections Package",rules-committee-posts-text-health-reform-corrections-package,"Rules Committee Posts Text of Health Reform Corrections Package | National Coalition on Health Care",,
1398,"Secretaries of Health and Human Services, Labor and Treasury Highlight ACA Benefits",secretaries-health-and-human-services-labor-and-treasury-highlight-aca-benefits,"Secretaries of Health and Human Services, Labor and Treasury Highlight ACA Benefits | National Coalition on Health Care",,
1400,"Small Business and Realizing Health Reform's Potential",small-business-and-realizing-health-reforms-potential,"Small Business and Realizing Health Reform's Potential | National Coalition on Health Care",,
1402,"Small Business Tax Credit Calculator",small-business-tax-credit-calculator,"Small Business Tax Credit Calculator | National Coalition on Health Care",,
1404,"Smoking Cessation: Benefits, Barriers, and Policy Interventions",smoking-cessation-benefits-barriers-and-policy-interventions,"Smoking Cessation: Benefits, Barriers, and Policy Interventions | National Coalition on Health Care",,
1406,"Socio-Economic Status and Smoking",socio-economic-status-and-smoking,"Socio-Economic Status and Smoking | National Coalition on Health Care",,
1408,"Specifications for Reform",specifications-reform,"Specifications for Reform | National Coalition on Health Care",,
1410,"Stimulus Dollars Aid to Community Health Centers: A First Look",stimulus-dollars-aid-community-health-centers-first-look,"Stimulus Dollars Aid to Community Health Centers: A First Look | National Coalition on Health Care",,
1412,"Third Way Policy Brief - What's In It For Me: 12 Benefits of Health Insurance Reform",third-way-policy-brief-whats-it-me-12-benefits-health-insurance-reform,"Third Way Policy Brief - What's In It For Me: 12 Benefits of Health Insurance Reform | National Coalition on Health Care",,
1414,"U.S. PIRG Letter to Majority Leader Reid on Introduced Bill",us-pirg-letter-majority-leader-reid-introduced-bill,"U.S. PIRG Letter to Majority Leader Reid on Introduced Bill | National Coalition on Health Care",,
1416,"Viewing Exchanges Through the Eyes of Children (and parents)",viewing-exchanges-through-eyes-children-and-parents,"Viewing Exchanges Through the Eyes of Children (and parents) | National Coalition on Health Care",,
1418,"What Health Reform Means to Consumers on the 6 Month Anniversary",what-health-reform-means-consumers-6-month-anniversary,"What Health Reform Means to Consumers on the 6 Month Anniversary | National Coalition on Health Care",,
1433,Forums,date1-2012,Forums,,
1435,Forums,date1-2013,Forums,,
1437,Forums,date1-2014,Forums,,
1439,Forums,date1-2015,Forums,,
1441,Forums,date1-2016,Forums,,
1449,Forums,date1-all,Forums,,
1457,Forums,event_id1-10,Forums,,
1459,Forums,event_id1-12,Forums,,
1462,Forums,event_id1-14,Forums,,
1464,Forums,event_id1-15,Forums,,
1466,Forums,event_id1-17,Forums,,
1468,Forums,event_id1-18,Forums,,
1491,Forums,event_id1-19,Forums,,
1497,Forums,event_id1-20,Forums,,
1503,Forums,event_id1-3,Forums,,
1506,Forums,event_id1-4,Forums,,
1511,Forums,event_id1-5,Forums,,
1513,Forums,event_id1-7,Forums,,
1515,Forums,event_id1-8,Forums,,
1522,Forums,event_id1-9,Forums,,
1547,"Board Members",board-members,"Board Members | National Coalition on Health Care",,
1553,"BOARD OF DIRECTORS",board-of-directors,"Board of Directors - NCHC",,
1557,"Members and Supporters",coalition-members,"Members and Supporters",,
1560,"Mission and Vision",mission-and-vision,"Mission and Vision",,
1567,Mission,mission-history,"Mission | National Coalition on Health Care",,
1569,"NCHC Team Members",staff,"NCHC Team Members",,
1572,"NCHC Team Members",staff-3,"NCHC Team Members",,
1692,"A Lesson from Massachusetts: The Importance of the Individual Mandate",lesson-massachusetts-importance-individual-mandate,"A Lesson from Massachusetts: The Importance of the Individual Mandate",,
1694,"NCHC | Materials - Articles",index-6,"NCHC | Materials - Articles",,
1696,"NCHC | Materials - Speeches",2002_06_08,"NCHC | Materials - Speeches",,
1698,"NCHC | Materials - Speeches",2002_06_18,"NCHC | Materials - Speeches",,
1700,"NCHC | Materials - Speeches",2002_11_17,"NCHC | Materials - Speeches",,
1702,"NCHC | Materials - Speeches",2003_04_08,"NCHC | Materials - Speeches",,
1704,"NCHC | Materials - Speeches",index-7,"NCHC | Materials - Speeches",,
1707,"NCHC | Materials - Speeches",upcoming,"NCHC | Materials - Speeches",,
1709,"NCHC | Materials - Speeches",upcomingspeeches,"NCHC | Materials - Speeches",,
1711,"NCHC | Materials - Studies/Reports",studies,,,
1713,"NCHC | Materials - Studies/Reports",index-8,"NCHC | Materials - Studies/Reports",,
1715,"NCHC | Materials - Building a Better Health System Report Materials",specifications,"NCHC | Materials - Building a Better Health System Report Materials",,
1718,"All News | National Coalition on Health Care",list-2,"All News | National Coalition on Health Care",,
1725,"NCHC Issue Briefs and Fact Sheets (2016)",nchc-fact-sheet-series,"NCHC Issue Briefs and Fact Sheets (2016)",,
1727,"NCHC in the News (2016)",nchc-in-the-news,"NCHC in the News (2016)",,
1731,"Press Kit",press-kit,"Press Kit",,
1732,"Press Releases",press-releases,"Press Releases",,
1736,"Containing Costs and Avoiding Tax Increases While Improving Quality: Affordable Coverage and High Value Care",containing-costs-and-avoiding-tax-increases-while-improving-quality-affordab,"Containing Costs and Avoiding Tax Increases While Improving Quality: Affordable Coverage and High Value Care",,
1737,"Oppose Repeal of Reform and Work for Bipartisan Health Cost Containment Solutions",oppose-repeal-reform-and-work-bipartisan-health-cost-containment-solutions,"Oppose Repeal of Reform and Work for Bipartisan Health Cost Containment Solutions",,
1742,"Working for Bipartisan Health Cost Control",working-bipartisan-health-cost-control,"Working for Bipartisan Health Cost Control",,
1745,"Larry McNeely | National Coalition on Health Care",1053,"Larry McNeely | National Coalition on Health Care",,
1746,"More Primary Care Physicians Could Mean More Savings for Medicaid",1058,"More Primary Care Physicians Could Mean More Savings for Medicaid",,
1754,"Roadmap to State Health Insurance Exchanges",1060,"Roadmap to State Health Insurance Exchanges",,
1755,"The Honorable David Durenberger",1065,"The Honorable David Durenberger",,
1758,"The Debt Ceiling Debate: Key Resources",1109,"The Debt Ceiling Debate: Key Resources",,
1760,"Deficit Reduction Panel Must Make Health System Costs and Quality a Top Priority",1124,"Deficit Reduction Panel Must Make Health System Costs and Quality a Top Priority",,
1761,"Health Care Spending Projected to Top $8 Billion in Alaska",1142,"Health Care Spending Projected to Top $8 Billion in Alaska",,
1763,"Kansas Returns Millions in ACA Grants",1149,"Kansas Returns Millions in ACA Grants",,
1765,"SC to Increase Health Premiums for State Employees and Retirees",1150,"SC to Increase Health Premiums for State Employees and Retirees",,
1768,"MO Cuts Premiums for Pre-existing Condition Health Plan",1151,"MO Cuts Premiums for Pre-existing Condition Health Plan",,
1770,"Following MA Health Reform, Demand for Safety-Net Hospitals Remains High",1152,"Following MA Health Reform, Demand for Safety-Net Hospitals Remains High",,
1772,"Individual Health Insurers Leaving Indiana",1153,"Individual Health Insurers Leaving Indiana",,
1774,"Connecticut to Decrease Premiums for Preexisting Condition Health Plans",1154,"Connecticut to Decrease Premiums for Preexisting Condition Health Plans",,
1776,"Judge Rules in Favor of Arizona Medicaid Cuts",1157,"Judge Rules in Favor of Arizona Medicaid Cuts",,
1778,"CA Cuts Costs and Saves Lives by Preventing Hospital-Related Infections",1160,"CA Cuts Costs and Saves Lives by Preventing Hospital-Related Infections",,
1780,"Ralph G. Neas to Step Down as President and CEO of the National Coalition on Health Care",1165,"Ralph G. Neas to Step Down as President and CEO of the National Coalition on Health Care",,
1783,"John Rother | National Coalition on Health Care",1166,"John Rother | National Coalition on Health Care",,
1784,"John Rother Takes Helm at the National Coalition on Health Care",1167,"John Rother Takes Helm at the National Coalition on Health Care",,
1788,"Health Care Spending as Percentage of GDP Reaches All-Time High",1171,"Health Care Spending as Percentage of GDP Reaches All-Time High",,
1790,"National Coalition on Health Care Issues Cost-Saving Proposals Following News of Rate Increases",1177,"National Coalition on Health Care Issues Cost-Saving Proposals Following News of Rate Increases",,
1791,"National Physician's Alliance Identifies Over $5 Billion in Potential Savings",1178,"National Physician's Alliance Identifies Over $5 Billion in Potential Savings",,
1794,"MedPAC Tackles Provider Payment Reform; Will Congress Do the Same?",1179,"MedPAC Tackles Provider Payment Reform; Will Congress Do the Same?",,
1796,"Debra Barrett | National Coalition on Health Care",1180,"Debra Barrett | National Coalition on Health Care",,
1797,"Jack Lewin | National Coalition on Health Care",1181,"Jack Lewin | National Coalition on Health Care",,
1800,"David Dobbins | National Coalition on Health Care",1182,"David Dobbins | National Coalition on Health Care",,
1802,"John C. Rother | National Coalition on Health CareJohn C. Rother",1183,"John C. Rother | National Coalition on Health CareJohn C. Rother",,
1804,"ACOs – A First Step Towards A Value-Based Payment System",1184,"ACOs – A First Step Towards A Value-Based Payment System",,
1806,"Becky Beauregard | National Coalition on Health Care",1186,"Becky Beauregard | National Coalition on Health Care",,
1808,"NCHC Urges Congress to Curb System-Wide Health Costs the Right Way Following Supercommittee Collapse",1187,"NCHC Urges Congress to Curb System-Wide Health Costs the Right Way Following Supercommittee Collapse",,
1810,"Ten Steps to Better Care: John Rother and Norman Kahn Promote Better Health Outcomes Based on Evidence",1188,"Ten Steps to Better Care: John Rother and Norman Kahn Promote Better Health Outcomes Based on Evidence",,
1812,"Tim Wahlers | National Coalition on Health Care",1189,"Tim Wahlers | National Coalition on Health Care",,
1819,"CAREER OPPORTUNITIES &amp; INTERNSHIPS",rogers-scholars-program,"CAREER OPPORTUNITIES & INTERNSHIPS",,
1821,"Career Opportunities & Internships",joinourteam,"Career Opportunities & Internships",,
1823,PROGRAMS,programs,PROGRAMS,,
1825,"Statement Of Principles",principles,"Statement Of Principles",,
1827,"Promote a High-Value Health Care System that Supports Vulnerable Populations",promote-a-high-value-health-care-system,"Promote a High-Value Health Care System that Supports Vulnerable Populations",,
1829,"Preserving and Improving Medicaid and CHIP",preserving-and-improving-medicaid-and-chip,"Preserving and Improving Medicaid and CHIP",,
1831,"2013-2016 NCHC Policy Correspondence",policy-correspondence,"2013-2016 NCHC Policy Correspondence",,
1833,"Medicare Advantage: Building on Success",medicare-advantage-building-on-success,"Medicare Advantage: Building on Success",,
1835,"Making Prescription Drugs More Affordable",making-prescription-drugs-more-affordable,"Making Prescription Drugs More Affordable",,
1837,"Make Prescription Drugs More Affordable",make-prescription-drugs-more-affordable,"Make Prescription Drugs More Affordable",,
1840,"Make Health Care Affordable and Accessible",make-health-care-affordable-and-accessible,"Make Health Care Affordable and Accessible",,
1842,"Investing in Prevention and Public Health",investing-in-prevention-and-public-health,"Investing in Prevention and Public Health",,
1844,"Improving the Affordability of Coverage",improving-the-affordability-of-coverage,"Improving the Affordability of Coverage",,
1845,"Expanding Care Coordination for High-Cost, High Need Beneficiaries",expanding-care-for-high-cost-high-need,"Expanding Care Coordination for High-Cost, High Need Beneficiaries",,
1849,"Empowering Consumers",empowering-consumers,"Empowering Consumers",,
1852,"Eliminate Surprise Medical Billing",eliminate-surprise-medical-billing,"Eliminate Surprise Medical Billing",,
1854,"National Coalition On Health Care",figure1,"National Coalition On Health Care",,
1856,"COVID-19 Pandemic Response Timeline",covid-19-pandemic-response-timeline,"COVID-19 Pandemic Response Timeline",,
1860,"Accelerating the Value-Based Care Movement",accelerating-the-value-based-care-movement,accelerating-the-value-based-care-movement/,,
1861,"National Coalition On Health Care",figure10,"National Coalition On Health Care",,
1864,"NCHC Plan For Health and Fiscal Policy",plan-for-health-and-fiscal-policy,"NCHC Plan For Health and Fiscal Policy",,
1866,"National Coalition On Health Care",figure11,"National Coalition On Health Care",,
1869,"National Coalition On Health Care",figure12,"National Coalition On Health Care",,
1872,"William A. Roberts | National Coalition on Health Care",william-roberts,"William A. Roberts | National Coalition on Health Care",,
1875,"National Coalition On Health Care",figure2,"National Coalition On Health Care",,
1877,"Lindsay Harnish | National Coalition on Health Care",lindsay-harnish,"Lindsay Harnish | National Coalition on Health Care",,
1880,"Kendra Janevski | National Coalition on Health Care",kendra-janevski,"Kendra Janevski | National Coalition on Health Care",,
1881,"National Coalition On Health Care",figure3,"National Coalition On Health Care",,
1883,"John Sweeney | National Coalition on Health Care",john-sweeney,"John Sweeney | National Coalition on Health Care",,
1885,"John Seffrin | National Coalition on Health Care",john-seffrin,"John Seffrin | National Coalition on Health Care",,
1886,"Frank Carlucci | National Coalition on Health Care",frank-carlucci,"Frank Carlucci | National Coalition on Health Care",,
1889,"John H. McArthur | National Coalition on Health Care",john-h-mcarthur,"John H. McArthur | National Coalition on Health Care",,
1890,"National Coalition On Health Care",figure3b,"National Coalition On Health Care",,
1891,"The Honorable Robert W. Edgar, (D-PA) | National Coalition on Health Care",honorable-robert-w-edgar-d-pa,"The Honorable Robert W. Edgar, (D-PA) | National Coalition on Health Care",,
1895,"National Coalition On Health Care",figure4,"National Coalition On Health Care",,
1896,"George Diehr | National Coalition on Health Care",george-diehr,"George Diehr | National Coalition on Health Care",,
1901,"Emmanuel Adepoju | National Coalition on Health Care",emmanuel-adepoju,"Emmanuel Adepoju | National Coalition on Health Care",,
1902,"National Coalition On Health Care",figure5,"National Coalition On Health Care",,
1904,"Cheryl Matheis | National Coalition on Health Care",cheryl-matheis,"Cheryl Matheis | National Coalition on Health Care",,
1908,"Catherine Doyle | National Coalition on Health Care",catherine-doyle,"Catherine Doyle | National Coalition on Health Care",,
1909,"National Coalition On Health Care",figure6,"National Coalition On Health Care",,
1911,"Bill Crist | National Coalition on Health Care",bill-crist,"Bill Crist | National Coalition on Health Care",,
1913,"National Coalition On Health Care",figure7,"National Coalition On Health Care",,
1916,"Ali Renner | National Coalition on Health Care",ali-renner,"Ali Renner | National Coalition on Health Care",,
1919,"National Coalition On Health Care",figure8,"National Coalition On Health Care",,
1920,"Past Events",event_id1-21,,,
1923,"National Coalition On Health Care",figure9,"National Coalition On Health Care",,
1924,"Members in the News",members-in-the-news,"Members in the News",,
1925,"Blog - Medicaid Cost Containment: There's No Generic Solution",549,"Blog - Medicaid Cost Containment: There's No Generic Solution",,
1930,"Changes In The Growth In Health Care Spending: Implicatons For Consumers",implications,"National Coalition On Health Care",,
1931,"Blog - Maine Oh Maine: The HealthMarkets, Inc. Saga Proves Complicated",534,"Blog - Maine Oh Maine: The HealthMarkets, Inc. Saga Proves Complicated",,
1932,"Annual Reports",292,"Annual Reports",,
1936,"NCHC Report on US Health Cost Growth",1284,"NCHC Report on US Health Cost Growth",,
1939,"Broad Alliance of Health Groups Releases Plan to Lower Costs, Improve Care",1274,"Broad Alliance of Health Groups Releases Plan to Lower Costs, Improve Care",,
1940,"The NCHC Plan for Health and Fiscal Policy",1273,"The NCHC Plan for Health and Fiscal Policy",,
1944,"Innovations in Health Care Delivery and Benefits: Real World Solutions",1265,"Innovations in Health Care Delivery and Benefits: Real World Solutions",,
1945,"Health: What Does Farm Policy Have to Do with It?",1249,"Health: What Does Farm Policy Have to Do with It?",,
1948,"Trends in Adopting EHR Systems",1247,"Trends in Adopting EHR Systems",,
1950,"Combating Fraud in Medicare and Medicaid",1246,"Combating Fraud in Medicare and Medicaid",,
1952,"A Medicare Wellness Program!",1245,"A Medicare Wellness Program!",,
1954,"New Massachussetts, California Initiatives Could Help Curb Costs Nationwide",new-massachussetts-california-initiatives-could-help-curb-costs-nationwide,"New Massachussetts, California Initiatives Could Help Curb Costs Nationwide",,
1957,"With Supreme Court Ruling, Big Decisions Ahead for Congress",1236,"With Supreme Court Ruling, Big Decisions Ahead for Congress",,
1960,"Regardless of Supreme Court Decision, the Problem of Cost Isn’t Going Away",1235,"Regardless of Supreme Court Decision, the Problem of Cost Isn’t Going Away",,
1962,"Health Care Innovators Bring Medicare Reform Ideas to Capitol Hill",1234,"Health Care Innovators Bring Medicare Reform Ideas to Capitol Hill",,
1964,"Congress Should Move Promptly on Three Key MedPAC Recommendations",1233,"Congress Should Move Promptly on Three Key MedPAC Recommendations",,
1965,"NCHC Forum: Curbing Costs While Expanding Coverage - Strategies from Massachusetts and California for a Post SCOTUS World",1232,"NCHC Forum: Curbing Costs While Expanding Coverage - Strategies from Massachusetts and California for a Post SCOTUS World",,
1969,"NCHC Hosts Reception in Honor of Founder and President Emeritus",1225,"NCHC Hosts Reception in Honor of Founder and President Emeritus",,
1971,"Fact or Fiction? The Five Myths of Medicare",1220,"Fact or Fiction? The Five Myths of Medicare",,
1973,"Best Doctors, Inc.",1217,"Best Doctors, Inc.",,
1976,"NCHC Forum: ""Innovative Private Sector Strategies to Curb Health Costs""",1216,"NCHC Forum: ""Innovative Private Sector Strategies to Curb Health Costs""",,
1978,"CMS Projects $200 billion in Medicare Savings from Health Care Reform Law",1212,"CMS Projects $200 billion in Medicare Savings from Health Care Reform Law",,
1980,"Medical Organizations Come Together to Reduce Waste",1207,"Medical Organizations Come Together to Reduce Waste",,
1983,"Dartmouth Scholar Headlines NCHC Forum on Affordable Medicare Policy",1206,"Dartmouth Scholar Headlines NCHC Forum on Affordable Medicare Policy",,
1987,"MedPAC Advances Promising Medicare Reform Proposals",1202,"MedPAC Advances Promising Medicare Reform Proposals",,
1988,"Actors' Equity Association",1200,"Actors' Equity Association",,
1992,"American Association of Birth Centers",1199,"American Association of Birth Centers",,
1995,"Blue Cross Blue Shield Association",1198,"Blue Cross Blue Shield Association",,
1997,"The President’s Budget: Small Scale Proposals for a Large Scale Problem",1197,"The President’s Budget: Small Scale Proposals for a Large Scale Problem",,
1999,"Charles Kolb | National Coalition on Health Care",1196,"Charles Kolb | National Coalition on Health Care",,
2001,"The Honorable Tom Daschle | National Coalition on Health Care",1195,"The Honorable Tom Daschle | National Coalition on Health Care",,
2002,"NCHC Sends Letter To Conference Committee on HR 3630",1194,"NCHC Sends Letter To Conference Committee on HR 3630",,
2005,"John Rother Moderates Health Care Panel National Academy of Social Insurance",1191,"John Rother Moderates Health Care Panel National Academy of Social Insurance",,
2007,"Why Cost Control is an Important Issue…for Everyone",1190,"Why Cost Control is an Important Issue…for Everyone",,
2015,"Homepage Coalition Members",coverage-2,"Homepage Coalition Members | National Coalition on Health Care",,
2017,"Homepage Coalition Members",delivery-system-reforms,"Homepage Coalition Members | National Coalition on Health Care",,
2024,"Homepage Coalition Members",disparities,"Homepage Coalition Members | National Coalition on Health Care",,
2026,"Homepage Coalition Members",drug-and-device-cost-containment,"Homepage Coalition Members | National Coalition on Health Care",,
2028,"Homepage Coalition Members",economic-impacts,"Homepage Coalition Members | National Coalition on Health Care",,
2030,"Homepage Coalition Members",faith-based-initiatives,"Homepage Coalition Members | National Coalition on Health Care",,
2032,"Homepage Coalition Members",financing,"Homepage Coalition Members | National Coalition on Health Care",,
2034,"Homepage Coalition Members",health-it,"Homepage Coalition Members | National Coalition on Health Care",,
2036,"Homepage Coalition Members",innovation,"Homepage Coalition Members | National Coalition on Health Care",,
2038,"Homepage Coalition Members",insurance,"Homepage Coalition Members | National Coalition on Health Care",,
2041,"Homepage Coalition Members",policy-implementation,"Homepage Coalition Members | National Coalition on Health Care",,
2043,"Homepage Coalition Members",prevention-wellness,"Homepage Coalition Members | National Coalition on Health Care",,
2045,"Homepage Coalition Members",quality-safety,"Homepage Coalition Members | National Coalition on Health Care",,
2048,"Homepage Coalition Members",simplified-administration,"Homepage Coalition Members | National Coalition on Health Care",,
2051,"Homepage Coalition Members",trends,"Homepage Coalition Members | National Coalition on Health Care",,
2054,"Homepage Coalition Members",vulnerable-populations,"Homepage Coalition Members | National Coalition on Health Care",,
2057,"Homepage Coalition Members",workforce-reforms-human-capital,"Homepage Coalition Members | National Coalition on Health Care",,
2087,"How To Lose Inner Thigh Fat [Year]? 5 Effective Ways to Tone Up",how-to-lose-inner-thigh-fat,"How To Lose Inner Thigh Fat %%currentyear%%: 5 Effective Ways to Tone Up","Whether you’re beginning a fat loss journey or trying to remove stubborn fat around your thighs, this article has you covered.","how to lose inner thigh fat"
2115,"How To Get Rid Of Bloating: Tips &amp; Tricks To Try For Debloating",how-to-get-rid-of-bloating,"How To Get Rid Of Bloating: Tips & Tricks To Try For Debloating","Tired of feeling bloated after meals? Discover the best foods to eat, lifestyle changes to make, and get rid of chronic discomfort!","how to get rid of bloating"
2129,"How To Raise Blood Pressure: 4 Things To Try For A Boost",how-to-raise-blood-pressure,"How To Raise Blood Pressure: 4 Things To Try For A Boost","Discover four effective ways on how to raise your blood pressure safely and sustainably. Learn how hydration, diet, and some lifestyle changes can help boost your blood pressure levels.","how to raise blood pressure"
2136,"How To Lose Body Fat Now: Effective Ways You Should Know [Year]",how-to-lose-body-fat,"How To Lose Body Fat Now: Effective Ways You Should Know %%currentyear%%","Are you struggling to lose body fat? Discover effective ways to achieve your goals, including limiting carbs, strength training, and more. Read on to learn more.","how to lose body fat"
2144,"How To Increase Appetite: Everything You Should Know",how-to-increase-appetite,"How To Increase Appetite: Everything You Should Know","Find out what appetite is, what can cause decreased appetite, and ways to improve your appetite and boost weight gain.","how to increase appetite"
2151,"How to Fall Asleep Fast: Best Insomnia Treatment [Year]",,"How to Fall Asleep Fast: Best Insomnia Treatment %%currentyear%%","Most people have issues falling asleep. Discover the causes behind and how to fall asleep faster and improve sleep quality.",
2160,"How Long Does It Take To Lose Weight - Weight Loss Tips",how-long-does-it-take-to-lose-weight,"How Long Does It Take To Lose Weight - Weight Loss Tips","If you're searching for weight loss tips, look no further. This article discusses the factors that influence weight loss, gives you weight loss tips, and talks about how to lose weight safely and consistently. We discuss what a calorie deficit is, and why it's crucial for long-term weight loss. And we discuss realistic goal setting.","how long does it take to lose weight"
2215,"How Many Calories Do I Burn a Day & How To Estimate",how-many-calories-do-i-burn-a-day,"How Many Calories Do I Burn a Day & How To Estimate","Learn about factors that affect daily calorie burn, ways to estimate the number of calories burned daily, and tips for weight loss. Get answers to FAQs.","how many calories do i burn a day"
2261,"Erfahrungen mit Ketogen Tropfen – Unser Test, die Bewertung &amp; der Kauf [Year]",ketogen-tropfen,"Erfahrungen mit Ketogen Tropfen – Unser Test, die Bewertung & der Kauf %%currentyear%%","Ketogen Tropfen - Wirkung, Eigenschaften, Marke, Vorteile und Nachteile der Tropfen und unsere Erfahrungen nach Selbsttest finden Sie hier.","ketogen tropfen"
